variable	year	topic	leftp	n	qcdr
CONTROL2	1953	100	43.1372549	600	40
CONTROL2	1953	100	43.1372549	600	40
CONTROLS	1948	100	72.5	600	41
CONTROLS	1949	100	70.58823529	600	41
CONTROLS	1949	100	74.28571429	600	41
CONTROLS	1949	100	67.74193548	600	41
CONTROLS	1951	100	67.56756757	600	41
ECOHELP2	1983	100	72.11940299	1718	72
ECOHELP2	1984	100	68.8172043	1645	72
ECOHELP2	1985	100	66.66666667	1769	72
ECOHELP2	1986	100	63.0952381	3066	72
ECOHELP2	1987	100	60.62902615	2765	72
ECOHELP2	1989	100	56.91284564	2930	72
ECOHELP2	1990	100	57.44115414	2697	72
ECOHELP2	1991	100	61.88760807	1423	72
ECOHELP4	1983	100	75.30487805	1719	74
ECOHELP4	1984	100	71.70668397	1645	74
ECOHELP4	1985	100	72.91666667	1770	74
ECOHELP4	1986	100	72.78839349	3067	74
ECOHELP4	1987	100	74.76265823	2765	74
ECOHELP5	1983	100	67.54926108	1719	75
ECOHELP5	1984	100	64.82939633	1645	75
ECOHELP5	1985	100	66.19890177	1769	75
ECOHELP5	1986	100	66.15983027	3066	75
ECOHELP5	1987	100	65.7905217	2765	75
ECOHELP5	1989	100	57.16925351	2930	75
ECOHELP5	1990	100	60.15841584	2698	75
ECOHELP5	1991	100	62.55673222	1422	75
ECOHELP6	1983	100	18.70838881	1720	76
ECOHELP6	1984	100	14.58773784	1646	76
ECOHELP6	1985	100	12.83244681	1769	76
ECOHELP6	1986	100	14.11306043	3065	76
ECOHELP6	1987	100	12.53309797	2766	76
ECOHELP8	1983	100	64	1720	77
ECOHELP8	1984	100	63.67713004	1646	77
ECOHELP8	1985	100	63.97366846	1769	77
ECOHELP8	1986	100	68.05266805	3066	77
ECOHELP8	1987	100	65.9344894	2766	77
ECOHELP8	1989	100	71.42339732	2930	77
ECOHELP8	1990	100	74.61988304	2698	77
ECOHELP8	1991	100	73.24981577	1422	77
ECOHELP9	1983	100	91.31469363	1719	78
ECOHELP9	1984	100	91.38576779	1646	78
ECOHELP9	1985	100	92.6462073	1769	78
ECOHELP9	1986	100	92.816572	3066	78
ECOHELP9	1987	100	92.05762837	2766	78
ECOHELP9	1989	100	88.67201115	2929	78
ECOHELP9	1990	100	85.4206319	2698	78
ECOHELP9	1991	100	86.89956332	1423	78
ECOHELPA	1989	100	87.77777778	2931	79
ECOHELPA	1990	100	92.18328841	2698	79
ECOHELPA	1991	100	92.62472885	1422	79
ECOHELPB	1989	100	82.17821782	2930	80
ECOHELPB	1990	100	84.75422427	2688	80
ECOHELPB	1991	100	83.69565217	1423	80
ECOHELPC	1989	100	70.39685377	2930	81
ECOHELPC	1990	100	74.96159754	2697	81
ECOHELPC	1991	100	70.25222552	1422	81
GOVECON4	1985	100	95.07714916	1502	99
GOVECON4	1990	100	93.50393701	1164	99
GOVECON4	1996	100	96.84947491	993	99
GOVECON5	1985	100	17.27748691	1504	100
GOVECON5	1990	100	24.65331279	1162	100
GOVECON5	1996	100	25.28089888	992	100
GOVECON6	1985	100	97.94721408	1502	101
GOVECON6	1990	100	98.27751196	1163	101
GOVECON6	1996	100	98.61431871	993	101
GOVECON7	1985	100	63.03972366	1502	102
GOVECON7	1990	100	74.35064935	1162	102
GOVECON7	1996	100	82.32931727	993	102
GOVECON8	1985	100	64.47368421	1502	103
GOVECON8	1990	100	58.01713586	1164	103
GOVECON8	1996	100	55.43806647	993	103
GOVHELP4	1986	100	39.1575663	1315	107
GOVHELP4	1987	100	39.52879581	1182	107
GOVHELP4	1989	100	41.55844156	1273	107
GOVINVEST	1990	100	37.68115942	600	108
GOVINVEST	1991	100	65.11627907	600	108
GOVINVEST	1992	100	47.14285714	600	108
GOVINVEST	1993	100	42.85714286	600	108
GOVINVEST	1996	100	44.44444444	600	108
GOVJOB	1994	100	49.26470588	2958	109
GOVJOB	1996	100	72.72727273	600	109
GOVJOB	1996	100	69.41176471	600	109
GOVJOB	1996	100	61.62538027	3103	109
GOVJOB	1997	100	63.94052045	1088	109
GOVJOBS	1983	100	80	3955	110
GOVJOBS	1987	100	88.39413962	3826	110
GOVJOBS	1992	100	92.25308642	3534	110
GOVJOBS2	1993	100	55.81531955	600	111
GOVJOBS2	1995	100	60.49763033	600	111
GOVJOBS2	1997	100	58.57545666	600	111
GOVJOBS2	2000	100	58.44827586	600	111
GOVJOBS2	2004	100	51.44261056	600	111
GOVRESP1	1985	100	72.03389831	1501	113
GOVRESP1	1986	100	67.49174917	1316	113
GOVRESP1	1989	100	72.32597623	1254	113
GOVRESP1	1990	100	63.46328196	1163	113
GOVRESP1	1991	100	65.80125336	1222	113
GOVRESP1	1992	100	66.51769088	3304	113
GOVRESP1	1996	100	68.86993603	993	113
GOVRESP1	1997	100	74.34449375	3093	113
GOVRESP1	1998	100	72.94751009	814	113
GOVRESP1	2000	100	80.99787686	2014	113
GOVRESP1	2002	100	78.21948488	1928	113
GOVRESP2	1985	100	93.02325581	1501	114
GOVRESP2	1986	100	91.37529138	1315	114
GOVRESP2	1990	100	89.2635315	1163	114
GOVRESP2	1996	100	85.0996852	993	114
GOVRESP2	2000	100	97.29315628	2015	114
GOVRESP2	2002	100	95.69012548	1929	114
GOVRESP3	1985	100	99.05469278	1502	115
GOVRESP3	1986	100	98.84792627	1317	115
GOVRESP3	1990	100	99.12587413	1163	115
GOVRESP3	1996	100	98.46311475	994	115
GOVRESP3	2000	100	99.69712267	2015	115
GOVRESP3	2002	100	99.19311458	1927	115
GOVRESP4	1985	100	98.43962008	1502	116
GOVRESP4	1986	100	98.77300613	1315	116
GOVRESP4	1990	100	98.77835951	1163	116
GOVRESP4	1996	100	97.32234809	994	116
GOVRESP4	2000	100	98.73225152	2014	116
GOVRESP4	2001	100	96.88195991	921	116
GOVRESP4	2002	100	98.60589812	1927	116
GOVRESP5	1985	100	95.49237171	1501	117
GOVRESP5	1986	100	90.90189873	1316	117
GOVRESP5	1990	100	93.85574354	1164	117
GOVRESP5	1996	100	92.66737513	994	117
GOVRESP6	1985	100	85.42253521	1502	118
GOVRESP6	1986	100	86.2667719	1315	118
GOVRESP6	1989	100	86.30600169	1254	118
GOVRESP6	1990	100	80.56057866	1163	118
GOVRESP6	1996	100	77.7537797	993	118
GOVRESP8	1990	100	92.68077601	1163	120
GOVRESP8	1996	100	89.9577167	992	120
GOVRESP9	1990	100	92.97777778	1164	121
GOVRESP9	1996	100	88.98395722	993	121
INDRESP	1990	100	43.97424103	1482	165
INDRESP	1999	100	27.11864407	999	165
JOBFRALL	1987	100	71.7921527	1181	170
JOBFRALL	1991	100	68.08252427	1035	170
NEWTECH	1985	100	90.62209842	1501	199
NEWTECH	1987	100	90.94874591	1244	199
NEWTECH	1990	100	94.01555955	2348	199
SAVFRRET	1991	100	17.08860759	1414	272
SAVFRRET	2000	100	16.77588467	3426	272
SAVFRRET	2004	100	11.48788927	3200	272
SAVFRRET	2005	100	10.04415011	600	272
SOCPLAN	1990	100	51.51515152	600	277
SOCPLAN	1991	100	53.52112676	600	277
SOCPLAN	1992	100	50	600	277
SOCPLAN	1993	100	62.16216216	600	277
SOCPLAN	1994	100	59.375	600	277
SOCPLAN	1996	100	58.10810811	600	277
BIGBUSNN	1986	110	73.93117831	1314	21
BIGBUSNN	1987	110	69.74647887	2425	21
BIGBUSNN	1989	110	71.04843002	2529	21
BIGBUSNN	1990	110	69.78989211	2349	21
BIGBUSNN	1991	110	72.77108434	1220	21
BIGBUSNN	1993	110	76.23036649	1328	21
BIGBUSNN	1994	110	81.47638698	2957	21
BIGBUSNN	1995	110	80.14857615	3146	21
BIGBUSNN	1996	110	80.31844317	3103	21
BIGBUSNN	1998	110	78.69890616	2546	21
BIGBUSNN	1999	110	75.41834968	2478	21
BIGBUSNN	2000	110	75.88750576	2991	21
BIGBUSNN	2001	110	76.06275304	2821	21
BIGBUSNN	2002	110	78.80794702	2930	21
BIGBUSNN	2003	110	78.1708694	3634	21
BIGBUSNN	2004	110	71.91464821	2611	21
BIGBUSNN	2005	110	74.09551375	600	21
BIGBUSTH	2001	110	60.30473136	2191	22
BIGBUSTH	2005	110	62.29130685	3226	22
BLAME	1966	110	23.91304348	600	23
BLAME	1972	110	16.66666667	600	23
BLAME	1973	110	19.64285714	600	23
BLAME	1973	110	25.92592593	600	23
BLAME	1974	110	8.695652174	600	23
BLAME	1975	110	17.85714286	600	23
BLAME	1977	110	19.64285714	600	23
BLAME	1979	110	10.29411765	600	23
BUSPOWER	1964	110	68.92561983	605	26
BUSPOWER	1966	110	68.56240126	633	26
BUSPOWER	1970	110	54.81012658	1842	26
BUSPOWER	1974	110	61.62037037	2365	26
BUSPOWER	1979	110	60.13071895	1858	26
BUSPOWER	1983	110	68.37384259	3955	26
BUSPOWER	1992	110	74.176	3125	26
BUSPOWER	1997	110	79.00120337	3324	26
BUSPOWER	2001	110	78.26625387	2191	26
BUSPOWER	2005	110	73.58803624	2326	26
CLASSSTR	1961	110	71.79487179	600	35
CLASSSTR	1964	110	55.17241379	600	35
CLASSSTR	1972	110	66.66666667	600	35
CLASSSTR	1973	110	67.41573034	600	35
CLASSSTR	1973	110	66.27906977	600	35
CLASSSTR	1974	110	65.16853933	600	35
CLASSSTR	1974	110	69.66292135	600	35
CLASSSTR	1974	110	67.41573034	600	35
CLASSSTR	1975	110	67.41573034	600	35
CLASSSTR	1981	110	72.52747253	600	35
CLASSSTR	1984	110	78.72340426	600	35
CLASSSTR	1986	110	74.46808511	600	35
CLASSSTR	1991	110	83.15789474	600	35
CLASSSTR	1993	110	81.91489362	600	35
CLASSSTR	1994	110	82.9787234	600	35
CLASSSTR	1995	110	87.09677419	600	35
CLASSSTR	1996	110	83.51648352	600	35
INDUST5	1985	110	62.5346901	1501	167
INDUST5	1986	110	60.20725389	1314	167
NOTRUDS2	1992	110	67.34059098	3304	202
NOTRUDS2	1994	110	69.93630573	971	202
NOTRUDS2	1997	110	70.02141328	3093	202
NOTRUDS2	1998	110	74.50657895	843	202
NOTRUDS2	2001	110	82.89017341	2191	202
NOTRUNS	1994	110	78.72527473	2958	203
NOTRUNS	1996	110	78.82352941	600	203
NOTRUNS	1996	110	78.31325301	600	203
NOTRUNS	1996	110	79.18088737	3104	203
NOTRUNS	1997	110	77.24935733	1088	203
NOTRUNS	2001	110	82.89017341	2191	203
NOTRUNS	2005	110	82.78502931	2326	203
PAYDISP	1958	110	56.4516129	600	213
PAYDISP	1959	110	52.17391304	600	213
PAYDISP	1960	110	53.62318841	600	213
PICKET	1972	110	25.80645161	600	216
PICKET	1974	110	30.76923077	600	216
POWERIND	1989	110	73.07692308	600	220
POWERIND	1991	110	82.35294118	600	220
POWERIND	1992	110	88.67924528	600	220
POWERIND	1993	110	91.66666667	600	220
POWERIND	1994	110	88.33333333	600	220
POWERIND	1995	110	90	600	220
POWERIND	1995	110	91.80327869	600	220
POWERIND	1997	110	92.59259259	600	220
STRIKES1	1964	110	44.23076923	600	291
STRIKES1	1966	110	47.16981132	600	291
STRIKES1	1968	110	49.01960784	600	291
STRIKES1	1970	110	46.15384615	600	291
STRIKES2	1972	110	58.5106383	600	292
STRIKES2	1972	110	61.45833333	600	292
STRIKES2	1974	110	61.05263158	600	292
STRIKES2	1978	110	55.43478261	600	292
STRIKES2	1979	110	56.98924731	600	292
STRIKES3	1972	110	20.87912088	600	293
STRIKES3	1972	110	20.21276596	600	293
STRIKES3	1974	110	23.65591398	600	293
STRIKES3	1978	110	25	600	293
STRIKES3	1979	110	17.0212766	600	293
STRIKES4	1964	110	21.66666667	600	294
STRIKES4	1966	110	20	600	294
STRIKES4	1969	110	20	600	294
STRIKES4	1970	110	19.29824561	600	294
STRIKES5	1964	110	28.20512821	600	295
STRIKES5	1966	110	25	600	295
STRIKLIM	1976	110	46.51162791	600	296
STRIKLIM	1977	110	44.04761905	600	296
STRIKLIM	1978	110	41.17647059	600	296
STRIKLIM	1979	110	32.22222222	600	296
STRONGTU	1993	110	68.33948339	600	297
STRONGTU	1995	110	70.23377922	600	297
STRONGTU	1997	110	69.37711754	600	297
STRONGTU	2000	110	75.43745949	600	297
STRONGTU	2004	110	74.20019223	600	297
TUBETTER	1984	110	64.70588235	600	309
TUBETTER	1984	110	72.4137931	600	309
TUBETTER	1985	110	72.94117647	600	309
TUBETTER	1986	110	71.95121951	600	309
TUBETTER	1987	110	71.08433735	600	309
TUBETTER	1988	110	71.76470588	600	309
TUCNTRL	1980	110	12.37113402	600	310
TUCNTRL	1980	110	12.12121212	600	310
TUCNTRL	1981	110	14.43298969	600	310
TUCNTRL	1982	110	16.66666667	600	310
TUCNTRL	1982	110	15.46391753	600	310
TUCOMP	1977	110	26.31578947	600	311
TUCOMP	1980	110	22.22222222	600	311
TUCOMP	1981	110	31.81818182	600	311
TUCOMP	1984	110	32.60869565	600	311
TUCOMP2	1969	110	37.64705882	600	312
TUCOMP2	1970	110	37.5	600	312
TUCOMP2	1973	110	26.96629213	600	312
TUCOMP2	1974	110	27.38095238	600	312
TUCOMP2	1975	110	29.34782609	600	312
TUCOMP2	1976	110	28.26086957	600	312
TUCOMP2	1977	110	23.33333333	600	312
TUCOMP2	1979	110	23.65591398	600	312
TUCOMP2	1980	110	26.31578947	600	312
TUCOMP2	1981	110	23.65591398	600	312
TUCOMP2	1982	110	29.78723404	600	312
TUCOMP3	1959	110	37.5	600	313
TUCOMP3	1964	110	32.92682927	600	313
TUCOMP3	1966	110	28.73563218	600	313
TUCOMP3	1968	110	33.72093023	600	313
TUEFFIC	1955	110	7.777777778	600	314
TUEFFIC	1957	110	8.235294118	600	314
TUEFFIC	1964	110	4.705882353	600	314
TUEFFIC	1966	110	5.434782609	600	314
TUESSEN	1975	110	82.95454545	600	315
TUESSEN	1977	110	80.64516129	600	315
TUESSEN	1978	110	82.9787234	600	315
TUESSEN	1979	110	83.33333333	600	315
TUESSEN	1980	110	81.81818182	600	315
TUESSEN	1981	110	82.02247191	600	315
TUESSEN	1982	110	77.17391304	600	315
TUESSEN	1983	110	82.79569892	600	315
TUESSEN	1984	110	79.7752809	600	315
TUESSEN	1989	110	80.8988764	600	315
TUESSEN	1989	110	86.51685393	600	315
TUESSEN	1990	110	76.66666667	600	315
TUESSEN	1990	110	87.91208791	600	315
TUESSEN	1992	110	85.26315789	600	315
TUESSEN	1992	110	86.04651163	600	315
TUESSEN	1993	110	88.88888889	600	315
TUESSEN	1994	110	89.13043478	600	315
TUESSEN	1995	110	88.76404494	600	315
TUEXTREM	1975	110	23.80952381	600	316
TUEXTREM	1977	110	24.13793103	600	316
TUEXTREM	1978	110	33.33333333	600	316
TUEXTREM	1979	110	26.37362637	600	316
TUEXTREM	1980	110	22.22222222	600	316
TUEXTREM	1981	110	26.5060241	600	316
TUEXTREM	1982	110	26.13636364	600	316
TUEXTREM	1984	110	27.27272727	600	316
TUEXTREM	1989	110	32.5	600	316
TUEXTREM	1990	110	37.5	600	316
TUEXTREM	1992	110	55.26315789	600	316
TUEXTREM	1993	110	53.33333333	600	316
TUEXTREM	1994	110	61.03896104	600	316
TUEXTREM	1995	110	59.21052632	600	316
TUFAIR	1984	110	68.13186813	600	317
TUFAIR	1984	110	74.46808511	600	317
TUFAIR	1985	110	75.55555556	600	317
TUFAIR	1986	110	75.55555556	600	317
TUFAIR	1987	110	80.43478261	600	317
TUFAIR	1988	110	78.88888889	600	317
TUGOOD	1952	110	85.18518519	600	318
TUGOOD	1955	110	78.82352941	600	318
TUGOOD	1956	110	75.30864198	600	318
TUGOOD	1957	110	71.62162162	600	318
TUGOOD	1957	110	73.68421053	600	318
TUGOOD	1958	110	71.25	600	318
TUGOOD	1958	110	80.26315789	600	318
TUGOOD	1959	110	82.19178082	600	318
TUGOOD	1961	110	78.66666667	600	318
TUGOOD	1961	110	67.85714286	600	318
TUGOOD	1963	110	74.69879518	600	318
TUGOOD	1963	110	81.25	600	318
TUGOOD	1966	110	74.07407407	600	318
TUGOOD	1966	110	70.23809524	600	318
TUGOOD	1966	110	75.90361446	600	318
TUGOOD	1967	110	72.28915663	600	318
TUGOOD	1968	110	73.86363636	600	318
TUGOOD	1968	110	78.57142857	600	318
TUGOOD	1969	110	68.6746988	600	318
TUGOOD	1970	110	71.42857143	600	318
TUGOOD	1971	110	74.69879518	600	318
TUGOOD	1972	110	63.63636364	600	318
TUGOOD	1972	110	64.70588235	600	318
TUGOOD	1973	110	59.30232558	600	318
TUGOOD	1973	110	70.93023256	600	318
TUGOOD	1973	110	70.37037037	600	318
TUGOOD	1974	110	65.88235294	600	318
TUGOOD	1974	110	66.66666667	600	318
TUGOOD	1975	110	51.19047619	600	318
TUGOOD	1975	110	60	600	318
TUGOOD	1976	110	70.58823529	600	318
TUGOOD	1977	110	61.62790698	600	318
TUGOOD	1978	110	64.77272727	600	318
TUGOOD	1979	110	58.62068966	600	318
TUGOOD	1979	110	50	600	318
TUGOOD	1980	110	52.22222222	600	318
TUGOOD	1980	110	59.5505618	600	318
TUGOOD	1980	110	67.41573034	600	318
TUGOOD	1981	110	66.66666667	600	318
TUGOOD	1982	110	66.29213483	600	318
TUGOOD	1982	110	58.88888889	600	318
TUGOOD	1983	110	71.59090909	600	318
TUGOOD	1984	110	64.77272727	600	318
TUGOOD	1984	110	67.03296703	600	318
TUGOOD	1985	110	75.82417582	600	318
TUGOOD	1985	110	73.03370787	600	318
TUGOOD	1986	110	75.28089888	600	318
TUGOOD	1987	110	80.68181818	600	318
TUGOOD	1988	110	76.40449438	600	318
TUGOOD	1989	110	73.91304348	600	318
TUGOOD	1990	110	76.13636364	600	318
TUGOOD	1991	110	80.45977011	600	318
TUGOOD	1992	110	70.45454545	600	318
TUGOOD	1993	110	79.7752809	600	318
TUGOOD	1994	110	75.29411765	600	318
TUGOOD	1995	110	78.82352941	600	318
TUGOOD	1996	110	77.01149425	600	318
TUGOOD	1997	110	78.125	600	318
TUJOIN	1976	110	52.3255814	600	319
TUJOIN	1977	110	42.1686747	600	319
TUJOIN	1978	110	48.80952381	600	319
TUJOIN	1979	110	44.70588235	600	319
TUJOIN	1980	110	47.19101124	600	319
TUJOIN	1981	110	43.67816092	600	319
TUJOIN	1982	110	47.72727273	600	319
TUJOIN	1983	110	54.54545455	600	319
TUJOIN	1984	110	56.97674419	600	319
TULAWS	1983	110	35.22231909	3730	320
TULAWS	1986	110	44.57274827	1317	320
TULAWS	1987	110	39.61140708	3826	320
TULAWS	1992	110	52.04791345	3534	320
TULAWS	1997	110	52.19885277	3615	320
TULDRS	1984	110	15.11627907	600	321
TULDRS	1984	110	18.07228916	600	321
TULDRS	1985	110	16.86746988	600	321
TULDRS	1986	110	20.73170732	600	321
TULDRS	1987	110	20.51282051	600	321
TULDRS	1988	110	26.19047619	600	321
TUNEEDED	1984	110	65.59139785	600	322
TUNEEDED	1984	110	73.11827957	600	322
TUNEEDED	1985	110	74.72527473	600	322
TUNEEDED	1986	110	73.91304348	600	322
TUNEEDED	1987	110	76.92307692	600	322
TUNEEDED	1988	110	74.44444444	600	322
TUPOWER	1964	110	35.33123028	634	323
TUPOWER	1966	110	26.7496112	643	323
TUPOWER	1970	110	26.63808941	1842	323
TUPOWER	1974	110	19.18835465	2365	323
TUPOWER	1979	110	18.18181818	1893	323
TUPOWER	1983	110	26.20505992	3955	323
TUPOWER	1985	110	16.80412371	1501	323
TUPOWER	1986	110	17.15976331	1316	323
TUPOWER	1987	110	20.85561497	1244	323
TUPOWER	1989	110	31.87414501	1256	323
TUPOWER	1990	110	27.09447415	1164	323
TUPOWER	1992	110	66.01574803	3534	323
TUPOWER	1994	110	62.5	986	323
TUPOWER	1996	110	54.75	993	323
TUPOWER	1997	110	75.82080393	3615	323
TUPOWER	1998	110	56.54152446	2547	323
TUPOWER	2001	110	75.70934256	2191	323
TUPOWER	2005	110	74.78517714	2326	323
TUPOWER2	1975	110	17.58241758	600	324
TUPOWER2	1977	110	17.70833333	600	324
TUPOWER2	1978	110	16.32653061	600	324
TUPOWER2	1979	110	16.66666667	600	324
TUPOWER2	1980	110	20.87912088	600	324
TUPOWER2	1981	110	23.91304348	600	324
TUPOWER2	1982	110	22.82608696	600	324
TUPOWER2	1983	110	26.88172043	600	324
TUPOWER2	1984	110	26.08695652	600	324
TUPOWER2	1989	110	50.60240964	600	324
TUPOWER2	1990	110	60.6741573	600	324
TUPOWER2	1990	110	54.21686747	600	324
TUPOWER2	1992	110	70.32967033	600	324
TUPOWER2	1992	110	70	600	324
TUPOWER2	1993	110	67.90123457	600	324
TUPOWER2	1994	110	68.29268293	600	324
TUPOWER2	1995	110	70.37037037	600	324
TUPOWER3	1976	110	7.142857143	600	325
TUPOWER3	1977	110	6.25	600	325
TUPOWER3	1978	110	4.166666667	600	325
TUPOWER3	1979	110	3.448275862	600	325
TUPOWER3	1980	110	7.894736842	600	325
TUPOWER3	1981	110	14.28571429	600	325
TUPOWER3	1982	110	12.5	600	325
TUPOWER3	1983	110	14.49275362	600	325
TUPOWER3	1984	110	12.32876712	600	325
TUPOWER3	1985	110	18.33333333	600	325
TUPOWER3	1985	110	18.46153846	600	325
TUPOWER3	1986	110	22.4137931	600	325
TUPOWER3	1987	110	29.41176471	600	325
TUPOWER3	1988	110	32.0754717	600	325
TUPOWER3	1988	110	37.25490196	600	325
TUPOWER3	1989	110	40	600	325
TUPOWER3	1990	110	38.7755102	600	325
TUPOWER3	1991	110	42.5	600	325
TUPOWER3	1992	110	50	600	325
TUPOWER3	1993	110	61.36363636	600	325
TUPOWER3	1994	110	55.31914894	600	325
TUPOWER3	1995	110	59.52380952	600	325
TUPOWER3	1996	110	58.97435897	600	325
TUPOWER3	1997	110	64.1025641	600	325
TUPOWER4	1969	110	10	600	326
TUPOWER4	1970	110	10.14492754	600	326
TUPOWER5	1979	110	16.66666667	600	327
TUPOWER5	1982	110	24.46808511	600	327
TUPRISON	1982	110	38.63636364	600	328
TUPRISON	1983	110	40.22988506	600	328
TUPRISON	1984	110	32.60869565	600	328
TUPROFIT	1955	110	69.87951807	600	329
TUPROFIT	1957	110	70.83333333	600	329
TUPROFIT	1964	110	76.31578947	600	329
TUREFOR1	1979	110	22.09302326	600	330
TUREFOR1	1980	110	22.09302326	600	330
TUREFOR1	1981	110	25.28735632	600	330
TUREFOR1	1982	110	23.33333333	600	330
TUREFOR1	1983	110	20.68965517	600	330
TUREFOR2	1979	110	8.695652174	600	331
TUREFOR2	1980	110	10.86956522	600	331
TUREFOR2	1981	110	10.95890411	600	331
TUREFOR2	1982	110	11.70212766	600	331
TUREFOR2	1983	110	10.75268817	600	331
TUREFOR3	1979	110	19.78021978	600	332
TUREFOR3	1980	110	24.17582418	600	332
TUREFOR3	1981	110	25	600	332
TUREFOR3	1982	110	27.17391304	600	332
TUREFOR4	1979	110	51.1627907	600	333
TUREFOR4	1980	110	55.29411765	600	333
TUREFOR4	1981	110	51.2195122	600	333
TUREFOR4	1982	110	53.48837209	600	333
TUREFOR4	1983	110	56.32183908	600	333
TUREFOR5	1981	110	39.24050633	600	334
TUREFOR5	1982	110	43.90243902	600	334
TUREFOR5	1983	110	47.05882353	600	334
TUREFOR6	1980	110	82.4742268	600	335
TUREFOR6	1981	110	80	600	335
TUREFOR6	1982	110	83.33333333	600	335
TUREFOR7	1980	110	17.20430108	600	336
TUREFOR7	1981	110	20.43010753	600	336
TUREFOR7	1982	110	24.46808511	600	336
TUREGUL	1986	110	61.70212766	600	337
TUREGUL	1987	110	65.11627907	600	337
TUREGUL	1987	110	55.55555556	600	337
TUREGUL	1989	110	69.56521739	600	337
TUREGUL	1991	110	60.52631579	600	337
TUREGUL	1992	110	63.15789474	600	337
TUREGUL	1993	110	65.85365854	600	337
TUREGUL	1994	110	69.23076923	600	337
TUREGUL	1995	110	67.56756757	600	337
TUREGUL	1996	110	64.70588235	600	337
TUREGUL	1997	110	51.42857143	600	337
TUSHARE	1955	110	51.85185185	600	338
TUSHARE	1957	110	48.64864865	600	338
TUSHARE	1964	110	58.66666667	600	338
TUSHARE	1966	110	58.75	600	338
TUWAGES	1984	110	71.11111111	600	339
TUWAGES	1984	110	74.44444444	600	339
TUWAGES	1985	110	75.55555556	600	339
TUWAGES	1986	110	73.33333333	600	339
TUWAGES	1987	110	72.09302326	600	339
TUWAGES	1988	110	74.15730337	600	339
TUWAGES2	1984	110	69.89247312	600	340
TUWAGES2	1984	110	80.64516129	600	340
TUWAGES2	1985	110	80.85106383	600	340
TUWAGES2	1986	110	78.26086957	600	340
TUWAGES2	1987	110	81.11111111	600	340
TUWAGES2	1988	110	80.8988764	600	340
UNIONMORE	1990	110	37.80487805	600	349
UNIONMORE	1991	110	41.17647059	600	349
UNIONMORE	1992	110	42.68292683	600	349
UNIONMORE	1993	110	44.31818182	600	349
UNIONMORE	1994	110	49.36708861	600	349
UNIONMORE	1996	110	47.19101124	600	349
UNIONMORE	1997	110	32.22222222	600	349
UNIONMORE	1998	110	37.07865169	600	349
UNIONMORE	2000	110	41.30434783	600	349
WAGECLM	1970	110	38.27160494	600	350
WAGECLM	1971	110	32.53012048	600	350
WAGECLM	1972	110	30.12048193	600	350
WAGECLM	1972	110	34.14634146	600	350
WAGECLM	1972	110	17.64705882	600	350
WAGECLM	1973	110	51.80722892	600	350
WAGECLM	1974	110	30.23255814	600	350
WAGECLM	1974	110	25	600	350
WAGECLM	1974	110	23.25581395	600	350
WAGECLM	1974	110	20	600	350
WAGECLM	1974	110	19.1011236	600	350
WAGECLM	1974	110	26.25	600	350
WAGECLM	1974	110	12.64367816	600	350
WAGECLM	1975	110	16.85393258	600	350
WAGECLM	1975	110	13.79310345	600	350
WAGECLM	1975	110	14.77272727	600	350
WAGECLM	1975	110	14.13043478	600	350
WORKERS	1974	110	68.74356334	2299	361
WORKERS	1979	110	64.11876184	1861	361
WORKERS	1981	110	66.26506024	600	361
WORKERS	1983	110	74.55357143	3955	361
WORKERS	1987	110	84.11594203	3826	361
WORKERS	1992	110	85.58213716	3534	361
WORKERS	1997	110	82.24356988	3615	361
DAMLIVES	2000	120	78.65470852	2992	49
DAMLIVES	2001	120	79.77637336	2821	49
DAMLIVES	2002	120	74.59330144	2927	49
DAMLIVES	2003	120	76.31160572	882	49
DAMLIVES	2004	120	72.50580046	2611	49
DAMLIVES	2005	120	72.34891676	2696	49
DOLE	1983	120	56.87544996	1389	70
DOLE	1984	120	63.58609795	1266	70
DOLE	1985	120	56.63780664	1386	70
DOLE	1986	120	56.9567045	2379	70
DOLE	1987	120	63.26714801	2216	70
DOLE	1989	120	65.85683297	2305	70
DOLE	1990	120	63.45249294	2126	70
DOLE	1991	120	66.3260773	2251	70
DOLE	1993	120	70.04747518	2317	70
DOLE	1994	120	68.90630832	2679	70
DOLE	1995	120	63.15789474	969	70
DOLE	1996	120	60.13254273	2867	70
DOLE	1997	120	61.8762475	1002	70
DOLE	1998	120	38.44210526	2375	70
DOLE	1999	120	43.67329666	2363	70
DOLE	2000	120	52.56312165	2614	70
DOLE	2001	120	49.52888161	2441	70
DOLE	2002	120	38.30921554	2626	70
DOLE	2003	120	45.50700742	2426	70
DOLE	2004	120	30.21001616	2476	70
DOLE	2005	120	34.29319372	600	70
DOLEFIDL	1987	120	55.19187359	1242	71
DOLEFIDL	1989	120	54.30232558	2530	71
DOLEFIDL	1991	120	57.86895285	2427	71
DOLEFIDL	1993	120	54.54038997	2594	71
DOLEFIDL	1994	120	51.21713729	2957	71
DOLEFIDL	1995	120	52.97592004	3146	71
DOLEFIDL	1996	120	47.417154	3103	71
DOLEFIDL	1998	120	41.05326152	2546	71
DOLEFIDL	1999	120	43.99237127	2478	71
DOLEFIDL	2000	120	40.67127345	2991	71
DOLEFIDL	2001	120	48.81075491	2820	71
DOLEFIDL	2002	120	42.67352185	2929	71
DOLEFIDL	2003	120	41.89189189	882	71
